0,0x625aaada1d50b9c99e76f8f39c80fe9256166fdd, , , , 
0,0x625aaada1d50b9c99e76f8f39c80fe9256166fdd, , , , 
0,0x625aaada1d50b9c99e76f8f39c80fe9256166fdd, , , , 
0,0x625aaada1d50b9c99e76f8f39c80fe9256166fdd, , , , 
0,0x625aaada1d50b9c99e76f8f39c80fe9256166fdd, , , , 
0,0x625aaada1d50b9c99e76f8f39c80fe9256166fdd, , , , 
0,0x625aaada1d50b9c99e76f8f39c80fe9256166fdd, , , , 
0,0x625aaada1d50b9c99e76f8f39c80fe9256166fdd, , , , 
0,0x625aaada1d50b9c99e76f8f39c80fe9256166fdd, , , , 
0,0x625aaada1d50b9c99e76f8f39c80fe9256166fdd, , , , 
0,0x625aaada1d50b9c99e76f8f39c80fe9256166fdd, , , , 
0,0x625aaada1d50b9c99e76f8f39c80fe9256166fdd, , , , 
1.57,0xd140ec8069e2a20967bf3e0f92e2083fb857ba6b,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,48700944601750000,receive,Received 0.0487 ETH from 0xd1...ba6b,2024-09-18T23:40:47.000Z
1.58,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T23:29:35.000Z
1.59,0x9228624c3185fcbcf24c1c9db76d8bef5f5dad64,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T23:29:23.000Z
1.60,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T23:28:47.000Z
1.61,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T23:26:47.000Z
1.62,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T23:25:23.000Z
1.63,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T23:23:59.000Z
1.64,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T23:23:35.000Z
1.65,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T23:20:59.000Z
1.66,0x9228624c3185fcbcf24c1c9db76d8bef5f5dad64,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T23:20:47.000Z
1.67,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T23:20:23.000Z
1.68,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T23:19:59.000Z
1.69,0xcdaf4085b6cf7806f99d5bcb6223c7c0d800a9fe,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,37311168516250000,receive,Received 0.03731 ETH from 0xcd...a9fe,2024-09-18T23:19:11.000Z
1.70,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T23:17:47.000Z
1.71,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T23:17:11.000Z
1.72,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T23:13:59.000Z
1.73,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T23:12:35.000Z
1.74,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T23:11:47.000Z
1.75,0x50b57064a0184573376aa565ef46fbcf8f1dd3f4,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,87018987477900000,receive,Received 0.08701 ETH from 0x50...d3f4,2024-09-18T23:10:35.000Z
1.76,0x9228624c3185fcbcf24c1c9db76d8bef5f5dad64,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T23:10:11.000Z
1.77,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T23:09:59.000Z
1.78,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T23:09:47.000Z
1.79,0x1d6bc1661a6185ae8049f055ed856387bf2ffd8e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,1864019049964688000,receive,Received 1.86 ETH from 0x1d...fd8e,2024-09-18T23:07:11.000Z
1.80,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T23:05:11.000Z
1.81,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T23:04:11.000Z
1.82,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T22:56:47.000Z
1.83,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T22:55:59.000Z
1.84,0x9228624c3185fcbcf24c1c9db76d8bef5f5dad64,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T22:54:11.000Z
1.85,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T22:53:47.000Z
1.86,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T22:53:35.000Z
1.87,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T22:52:47.000Z
1.88,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T22:52:11.000Z
1.89,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T22:51:23.000Z
1.90,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T22:50:11.000Z
1.91,0x821af0cf9ad0f0913a67e276d2cd0fec228a5d6a,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,41664091712750000,receive,Received 0.04166 ETH from 0x82...5d6a,2024-09-18T22:50:11.000Z
1.92,0x9228624c3185fcbcf24c1c9db76d8bef5f5dad64,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T22:47:47.000Z
1.93,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T22:47:23.000Z
1.94,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T22:46:59.000Z
1.95,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T22:45:35.000Z
1.96,0xa9268341831efa4937537bc3e9eb36dbece83c7e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,0,contract interaction,Signed a transaction,2024-09-18T22:04:11.000Z
1.97,0xfeedda21c9059b48c9a51ece9736088cf8c3398e,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,41478636742750000,receive,Received 0.04147 ETH from 0xfe...398e,2024-09-18T21:56:47.000Z
1.98,0x8e046d81d86d035cbe7745ea317c6f7229541cd6,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,20021751853384000,receive,Received 0.02002 ETH from 0x8e...1cd6,2024-09-18T21:41:11.000Z
1.99,0x27893e953c5123628ac5f9a43c2901f0bd58394f,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,36115730354000000,receive,Received 0.03611 ETH from 0x27...394f,2024-09-18T20:38:35.000Z
1.100,0x192cf82a9ff746ce3bccb8620905526e1f728995,0xd19d4b5d358258f05d7b411e21a1460d11b0876f,39391657021750000,receive,Received 0.03939 ETH from 0x19...8995,2024-09-18T20:37:35.000Z
1.1,0x4f23425e1a28a20e092fcb4a8faa429038962ba4,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,token receive,Received 0.2465 WETH from 0x1e...2353,2024-09-19T08:48:11.000Z
1.2,0x6e37d3fa713673925a1e2a43b1eb68aedf313ad8,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,contract interaction,Signed a transaction,2024-09-19T08:48:11.000Z
1.3,0x0fe8cd0697cfb8e0487f8f136746ffb37f000fd7,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,200000000000000000,token swap,Swapped 0.2 WETH for 0.2 ETH,2024-09-19T08:48:11.000Z
1.4,0x212ba749384f2131129adb1ff4bf1a6b52d5473e,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,token swap,Swapped 0.2126 ETH for 0.2126 WETH and 0.2126 ETH,2024-09-19T08:48:11.000Z
1.5,0x6b20b42ae960ca25a8b925430d401ed5ef722de9,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,200000000000000000,token swap,Swapped 0.2 WETH for 0.2 ETH,2024-09-19T08:48:11.000Z
1.6,0x0464c9844b0cc2244e6a96d161544747b45cd54a,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,200000000000000000,token swap,Swapped 0.2 WETH for 0.2 ETH,2024-09-19T08:48:11.000Z
1.7,0xc9ca00d51b5e56a065d97922fff86ff96123685d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,50000000000000000,token swap,Swapped 0.05 WETH for 0.05 ETH,2024-09-19T08:48:11.000Z
1.8,0xeec50ffab4990f3ff2d4ddcff50cf129a5d1f354,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,200000000000000000,token swap,Swapped 0.2 WETH for 0.2 ETH,2024-09-19T08:48:11.000Z
1.9,0x0fec4ba0e84281a255a6f8285ab3216909240ac8,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,100000000000000000,token swap,Swapped 0.1 WETH for 0.1 ETH,2024-09-19T08:48:11.000Z
1.15,0xa4687d1be6599b56e6f672de3332210a83768888,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,400000000000000000,receive,Received 0.4 ETH from 0xa4...8888,2024-09-19T08:47:59.000Z
1.16,0xf626b46f6d5b316ba3686c4df3d32e0047475277,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,token swap,Swapped 0.005821 Ponzio and 1.03 ETH for 0.005821 Ponzio 1.03 WETH and 1.03 ETH,2024-09-19T08:47:59.000Z
1.17,0x2195674dd462d477accf11870549e0a5fed62de2,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,contract interaction,Signed a transaction,2024-09-19T08:47:59.000Z
1.19,0x82737facaebe8d9bd0ecf817e6f4c9272eb893e5,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,50000000000000000,token swap,Swapped 0.05 WETH for 0.05 ETH,2024-09-19T08:47:59.000Z
1.20,0x3e8e2f4241cdddcfc1839f31cc263ac69e1badbc,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,100000000000000000,token swap,Swapped 0.1 WETH for 0.1 ETH,2024-09-19T08:47:59.000Z
1.21,0xeada23c249c168db87d2fe8238097b4e6a8eb8c4,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,token receive,Received 0.1141 WETH from 0x68...cf90,2024-09-19T08:47:59.000Z
1.22,0x9eee0541829bd5f0f6178f476dc1ba923f0ba3cc,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,token receive,Received 0.3562 WETH from 0xc6...8fe5,2024-09-19T08:47:59.000Z
1.23,0xeec50ffab4990f3ff2d4ddcff50cf129a5d1f354,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,token receive,Received 0.1919 WETH from 0xc6...8fe5,2024-09-19T08:47:59.000Z
1.24,0x11958a205c7f3e22ad90474d83879fc02f0764f0,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,token receive,Received 0.2726 WETH from 0xc6...8fe5,2024-09-19T08:47:59.000Z
1.25,0x615befa34ad4f5a8fb999b1e86ab740a20bc9dfe,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,token receive,Received 0.1363 WETH from 0xc6...8fe5,2024-09-19T08:47:59.000Z
1.26,0x98b6099f2c91f162235ecb98cbaa4f96ed642394,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,token receive,Received 0.1651 WETH from 0xcd...6d6a,2024-09-19T08:47:59.000Z
1.27,0x5d06ec237dd6cda87ac7c28ef7a4aa979613d40b,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,token receive,Received 0.02852 WETH from 0x47...2c85,2024-09-19T08:47:59.000Z
1.28,0x4dba732bd588407385b80a01a47eb5e19cb4c445,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,100000000000000000,token swap,Swapped 0.1 WETH for 0.1 ETH,2024-09-19T08:47:59.000Z
1.33,0xb53b5dc56d8e2734a8d46af595c8f34f4e99377e,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,token receive,Received 0.5054 WETH from 0xc6...8fe5,2024-09-19T08:47:59.000Z
1.34,0xedbd3da9ea7d5f62ce51413ba8b0e31208811471,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,token swap,Swapped 0.2757 ETH for 0.2757 WETH and 0.2757 ETH,2024-09-19T08:47:59.000Z
1.35,0xa4687d1be6599b56e6f672de3332210a83768888,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,token receive,Received 0.4245 WETH from 0xd8...8b1f,2024-09-19T08:47:47.000Z
1.36,0xfe99df17afd060176fc64d1a5e9281388eb084cb,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,token swap,Swapped 0.07531 ETH for 0.07531 WETH and 0.07531 ETH,2024-09-19T08:47:47.000Z
1.38,0x9096fbdd54318f66f73417ba307903d579d7a995,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,100000000000000000,token swap,Swapped 0.1 WETH for 0.1 ETH,2024-09-19T08:47:47.000Z
1.40,0xcc8fffd64c2b42b1a7b6d3edadd19c93925b8dba,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,258860000000000000,token swap,Swapped 0.2588 WETH for 0.2588 ETH,2024-09-19T08:47:47.000Z
1.41,0x69c93309b1c9a9452e9fe445468461efb2a72dfe,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,contract interaction,Signed a transaction,2024-09-19T08:47:47.000Z
1.42,0x2c6e4dadb9eb443c7b0fd65bb0e91106607e320d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,token swap,Swapped 0.5526 ETH for 0.5526 WETH and 0.5526 ETH,2024-09-19T08:47:47.000Z
1.44,0x9a1b164f72d2359c4c9d87908e8d88e96857105f,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,100000000000000000,token swap,Swapped 0.1 WETH for 0.1 ETH,2024-09-19T08:47:47.000Z
1.45,0x7b356b2c316e14caa3ea992a7dc10a0ed0da6306,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,20000000000000000,token swap,Swapped 0.02 WETH for 0.02 ETH,2024-09-19T08:47:47.000Z
1.46,0x0fe8cd0697cfb8e0487f8f136746ffb37f000fd7,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,385163866708121340,token swap,Swapped 0.3851 WETH for 0.3851 ETH,2024-09-19T08:47:47.000Z
1.47,0xf688d642c2d2d2b66706cb82f003a9a978ab180f,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,150000000000000000,token swap,Swapped 0.15 WETH for 0.15 ETH,2024-09-19T08:47:47.000Z
1.52,0x912dafca11c926b317d165637888b54d58dcc693,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,100000000000000000,token swap,Swapped 0.1 WETH and 0.1 ETH for 0.1 ETH,2024-09-19T08:47:47.000Z
1.54,0xef48f69bbb375120b46d48ea7e7be3861426a73c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,100000000000000000,token swap,Swapped 0.1 WETH for 0.1 ETH,2024-09-19T08:47:35.000Z
1.55,0xe1de5baf828e06b67732736862f376c28dbd8e81,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,contract interaction,Signed a transaction,2024-09-19T08:47:35.000Z
1.56,0x196317b79f22f818a99b145b31d57b4ac11b0e3b,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,100000000000000000,token swap,Swapped 0.1 WETH for 0.1 ETH,2024-09-19T08:47:35.000Z
1.57,0x028dce175b15f7528f379631eb3affa03d9f929b,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,200000000000000000,token swap,Swapped 0.2 WETH for 0.2 ETH,2024-09-19T08:47:35.000Z
1.58,0xbc5f8cc85cd98341dad223b5f36e0236466c8687,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,300000000000000000,token swap,Swapped 0.3 WETH for 0.3 ETH,2024-09-19T08:47:35.000Z
1.59,0xb93925aac1d2082ee25dc2d6997544a61c87818e,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,50000000000000000,token swap,Swapped 0.05 WETH for 0.05 ETH,2024-09-19T08:47:35.000Z
1.60,0xeaa49445e653639fd8d8d632c3d9c42918443cb6,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,500000000000000000,token swap,Swapped 0.5 WETH for 0.5 ETH,2024-09-19T08:47:35.000Z
1.61,0x874b999f1735c4b2bb33048be9f4afbb414dc6d0,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,20000000000000000,token swap,Swapped 0.02 WETH for 0.02 ETH,2024-09-19T08:47:35.000Z
1.62,0x6e609a314029ae7292714a34dcdc48e95e35f7c0,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,token swap,Swapped 0.22 ETH for 0.22 WETH and 0.22 ETH,2024-09-19T08:47:35.000Z
1.63,0xd53252d424f18dbbe41280a6ab5e4c790c33cea4,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,300000000000000000,token swap,Swapped 0.3 WETH for 0.3 ETH,2024-09-19T08:47:35.000Z
1.65,0x2a15810a9a3ddcd3c66a061dd8b050e3a68e4f57,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,contract interaction,Signed a transaction,2024-09-19T08:47:23.000Z
1.66,0xa4687d1be6599b56e6f672de3332210a83768888,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,400000000000000000,token swap,Swapped 0.4 WETH and 0.4 ETH for 0.4 ETH,2024-09-19T08:47:23.000Z
1.67,0xb293533279f5f1221414fe178f82bdf3fc6a6ff1,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,2439880000000000000,token swap,Swapped 2.43 WETH for 2.43 ETH,2024-09-19T08:47:23.000Z
1.69,0x6e37d3fa713673925a1e2a43b1eb68aedf313ad8,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,contract interaction,Signed a transaction,2024-09-19T08:47:23.000Z
1.70,0x8b343919d951e930940c97d8b35a34a57731b02e,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,token swap,Swapped 0.05449 ETH for 0.05449 WETH and 0.05449 ETH,2024-09-19T08:47:23.000Z
1.71,0x7126b9c4a60a1482f71dd65e3456fefc1f88fdb0,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,410052704484160060,token swap,Swapped 0.41 WETH for 0.41 ETH,2024-09-19T08:47:23.000Z
1.73,0x88888871c0525425c0c704f08a4b9eafa468a860,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,100000000000000000,token swap,Swapped 0.1 WETH for 0.1 ETH,2024-09-19T08:47:23.000Z
1.74,0x7cfdbbbd489199701f9d72f3afee1029708c5360,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,30000000000000000,token swap,Swapped 0.03 WETH for 0.03 ETH,2024-09-19T08:47:23.000Z
1.75,0xbf15338949cdcda3f21271fef5f2301265ffd594,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,150000000000000000,token swap,Swapped 0.15 WETH for 0.15 ETH,2024-09-19T08:47:23.000Z
1.76,0x26cbc0338d449d172866aec6b968be19e51a93da,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,131000000000000000,token swap,Swapped 0.131 WETH for 0.131 ETH,2024-09-19T08:47:23.000Z
1.77,0x5229f1744ddc0316048314e9ece5f75be3d0c25b,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,200000000000000000,token swap,Swapped 0.2 WETH for 0.2 ETH,2024-09-19T08:47:23.000Z
1.78,0xeec50ffab4990f3ff2d4ddcff50cf129a5d1f354,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,200000000000000000,token swap,Swapped 0.2 WETH for 0.2 ETH,2024-09-19T08:47:23.000Z
1.79,0xdefba66ec8642fa0d19c4275e712a76480060634,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,100000000000000000,token swap,Swapped 0.1 WETH for 0.1 ETH,2024-09-19T08:47:23.000Z
1.82,0xcaaf829ac16e8403338e6b2f02c2b8b2b70e2309,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,200000000000000000,token swap,Swapped 0.2 WETH and 0.2 ETH for 0.2 ETH,2024-09-19T08:47:23.000Z
1.83,0x925a20ab0ec857cb5276b5ae45d3f6ebf7859647,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,token receive,Received 0.009851 WETH from Uniswap: V2 Pool,2024-09-19T08:47:11.000Z
1.84,0xb1b2d032aa2f52347fbcfd08e5c3cc55216e8404,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,contract interaction,Signed a transaction,2024-09-19T08:47:11.000Z
1.85,0xf85e07ddb2fe4199441f9de84875141c4204f9f1,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,326850000000000000,token swap,Swapped 0.3268 WETH and 0.3268 ETH for 0.3268 ETH,2024-09-19T08:47:11.000Z
1.86,0x2c6e4dadb9eb443c7b0fd65bb0e91106607e320d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,contract interaction,Signed a transaction,2024-09-19T08:47:11.000Z
1.87,0x4cf28d3ec0f93ac7ea1cd6d426b0bfef0580c562,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,200000000000000000,token swap,Swapped 0.2 WETH for 0.2 ETH,2024-09-19T08:47:11.000Z
1.88,0x1800420abffab2603d229e1a9fa6f67b9982fd2b,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,contract interaction,Signed a transaction,2024-09-19T08:47:11.000Z
1.89,0x07427c476501e03b1802541625cefd1df24484d2,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,token receive,Received 0.3555 WETH from 0xac...895c,2024-09-19T08:47:11.000Z
1.90,0x9eee0541829bd5f0f6178f476dc1ba923f0ba3cc,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,300000000000000000,token swap,Swapped 0.3 WETH for 0.3 ETH,2024-09-19T08:47:11.000Z
1.91,0xbced1b52977ff8e944862b462a6ed0a9838d25fb,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,20000000000000000,token swap,Swapped 0.02 WETH for 0.02 ETH,2024-09-19T08:47:11.000Z
1.92,0xcc2352cbee53068f82fa2151f29323eff08bc00c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,100000000000000000,token swap,Swapped 0.1 WETH for 0.1 ETH,2024-09-19T08:47:11.000Z
1.93,0xc5018bcc4aa3bdbc1c2f8187c6b1f6bb1c7afd72,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,100000000000000000,token swap,Swapped 0.1 WETH for 0.1 ETH,2024-09-19T08:47:11.000Z
1.94,0xf5a29e991366592ac20163f227ceb68d36e7f5aa,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,100000000000000000,token swap,Swapped 0.1 WETH for 0.1 ETH,2024-09-19T08:47:11.000Z
1.96,0xcb6fe3dbc252347fe0be37f87ae0a1d19e83b8a5,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,30000000000000000,token swap,Swapped 0.03 WETH for 0.03 ETH,2024-09-19T08:47:11.000Z
1.97,0x6d971f3e664a5952bcd51cf00bdaf79cc2589348,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,token receive,Received 0.186 WETH from 0xc5...5fef,2024-09-19T08:47:11.000Z
1.99,0x3755b1592200f9fb1f22a0fcf05dd164090fba27,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,token receive,Received 0.05196 WETH from 0xab...12ac,2024-09-19T08:47:11.000Z
1.1,0x00e7fb06b1027ff014cc2fcad3973ed904f0bade,0x36d7aa5c67efd83992fc5cbc488cc2f9ba7689b8,0,approve,Approved unlimited WAR3,2024-09-19T06:30:59.000Z
1.2,0xb677845d215b826c846e3fbaff39fd9ff1f7ae3e,0x36d7aa5c67efd83992fc5cbc488cc2f9ba7689b8,0,approve,Approved unlimited WAR3,2024-09-19T02:07:59.000Z
1.3,0x2541aa96723f189c0c157a0242af59c280e0a846,0x36d7aa5c67efd83992fc5cbc488cc2f9ba7689b8,0,contract interaction,Signed a transaction,2024-09-19T02:03:59.000Z
1.4,0xc0fba37eb965afefe188dffbec10dff8c14ebfa1,0x36d7aa5c67efd83992fc5cbc488cc2f9ba7689b8,0,approve,Approved 692410,058,977.66 WAR3,2024-09-18T00:33:23.000Z
1.5,0x45402b7e815e58787f0b729cea940d2b2ff268dc,0x36d7aa5c67efd83992fc5cbc488cc2f9ba7689b8,0,approve,Approved 661754,910,208.28 WAR3,2024-09-14T19:17:35.000Z
1.6,0x79c98f22fe71fbaa9a5b19f64e287f79adbec372,0x36d7aa5c67efd83992fc5cbc488cc2f9ba7689b8,0,contract interaction,Signed a transaction,2024-09-14T19:16:23.000Z
1.7,0xd269fe371893b81f4c572138f11fcfc91ba09083,0x36d7aa5c67efd83992fc5cbc488cc2f9ba7689b8,0,revoke,Revoked approval for WAR3,2024-09-11T09:15:23.000Z
1.8,0x4784b888cb29ff2d86a1210cb60c620649c904df,0x36d7aa5c67efd83992fc5cbc488cc2f9ba7689b8,0,approve,Approved 179480,354,580.74 WAR3,2024-09-08T21:34:59.000Z
1.9,0x4c74c24dcf82dbbc8292756564f6e50c563b3e24,0x36d7aa5c67efd83992fc5cbc488cc2f9ba7689b8,0,approve,Approved 2447,710,778.49 WAR3,2024-09-06T22:49:11.000Z
1.10,0x9901d61fcb5d5e9655e16918b6a987b0089aeefe,0x36d7aa5c67efd83992fc5cbc488cc2f9ba7689b8,0,approve,Approved unlimited WAR3,2024-09-03T11:05:59.000Z
